gene_symbol,guide_n,median_guide_lfc,mean_guide_lfc,mean_control_count,low_count_fraction,zero_fraction_control,zero_fraction_treatment,positive_guide_fraction,negative_guide_fraction,neutral_guide_fraction,guide_lfc_mad,guide_lfc_iqr,top2_abs_lfc_mean,leave_one_guide_out_median_sd,strongest_guide_dominance,guide_direction_agreement,absolute_median_guide_lfc,absolute_mean_guide_lfc,signal_direction,is_sensitization_signal,is_neutral_signal,within_screen_effect_percentile,replicate_correlation,control_replicate_correlation,treatment_replicate_correlation,replicate_effect_sd,median_library_size,normalization_method,screen_id,contrast_id,study_id,source_family_id,raw_data_family_id,control_sample_n,treatment_sample_n,baseline_sample_n,paired_replicate_fraction,vehicle_control_present,baseline_control_present,same_infection_split,matched_control,cnv_amplification_risk_assessed,treatment_dose_reported,observed_infection_replicate_count,observed_biological_replicate_count,observed_technical_replicate_count,observed_timepoint_count,library_size_guides,target_gene_count,guides_per_gene_median,nontargeting_guide_count,library_moi,effector_moi,coverage_transduction,coverage_selection,coverage_harvest,infection_replicate_count,antibiotic_selection_days,editing_maturation_days,plasmid_reads_per_guide,plasmid_zero_guide_fraction,plasmid_skew_ratio,screen_reads_per_guide,gdna_fraction_amplified,pcr_cycle_count,exposure_days,recovery_days,endpoint_timepoint_days,minimum_declared_coverage,control_type_vehicle,control_type_untreated,control_type_baseline_t0,control_type_later_timepoint,control_type_sorted_population,control_type_matched_nontargeting,control_type_other,control_type_unknown,screen_scale_genome_wide,selection_strategy_positive_selection,selection_strategy_negative_selection,selection_strategy_bidirectional_selection,selection_strategy_competitive_growth,selection_strategy_marker_sort,selection_strategy_other,selection_strategy_unknown,independent_infection_replicates_declared,design_metadata_completeness,library_size_guides_missing,target_gene_count_missing,guides_per_gene_median_missing,nontargeting_guide_count_missing,library_moi_missing,effector_moi_missing,coverage_transduction_missing,coverage_selection_missing,coverage_harvest_missing,infection_replicate_count_missing,antibiotic_selection_days_missing,editing_maturation_days_missing,plasmid_reads_per_guide_missing,plasmid_zero_guide_fraction_missing,plasmid_skew_ratio_missing,screen_reads_per_guide_missing,gdna_fraction_amplified_missing,pcr_cycle_count_missing,exposure_days_missing,recovery_days_missing,endpoint_timepoint_days_missing,minimum_declared_coverage_missing,paired_replicate_fraction_missing,vehicle_control_present_missing,baseline_control_present_missing,same_infection_split_missing,matched_control_missing,cnv_amplification_risk_assessed_missing,observed_infection_replicate_count_missing,observed_biological_replicate_count_missing,observed_technical_replicate_count_missing,observed_timepoint_count_missing,phenotype_direction,label_code,testing_status
GENE020,4,-0.0707333255009,-0.094924695273,711.25,0,0,0,0,0.25,0.75,0.0401322667928,0.0675777374331,0.159248331838,0.00375751202438,0.623345749035,0.25,0.0707333255009,0.094924695273,neutral,0,1,0.3,0.899020433222,0.865123501335,0.932917365109,0.111414143311,210030.5,median_ratio,SYN-SCREEN-07,SYN-SCREEN-07-DRUG-vs-CTRL,SYN-STUDY-07,SYN-SOURCE-FAMILY-07,SYN-FAMILY-07,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,600,520,440,2,7,7,200,0,4,500,1,22,14,,14,440,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,not_tested
GENE021,4,0.129115285871,0.0705949117988,682.125,0,0,0,0.75,0.25,0,0.0233694338391,0.101733323209,0.15248471971,0.022913317797,0.285679996558,0.75,0.129115285871,0.0705949117988,resistance,0,0,0.45,0.899020433222,0.865123501335,0.932917365109,0.00199341224432,210030.5,median_ratio,SYN-SCREEN-07,SYN-SCREEN-07-DRUG-vs-CTRL,SYN-STUDY-07,SYN-SOURCE-FAMILY-07,SYN-FAMILY-07,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,600,520,440,2,7,7,200,0,4,500,1,22,14,,14,440,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,unknown
GENE022,4,0.166794497119,0.139598318692,789.25,0,0,0,0.75,0,0.25,0.0575044905721,0.111353815904,0.224298987691,0.0307764030815,0.412140782315,0.75,0.166794497119,0.139598318692,resistance,0,0,0.5,0.899020433222,0.865123501335,0.932917365109,0.0724594977921,210030.5,median_ratio,SYN-SCREEN-07,SYN-SCREEN-07-DRUG-vs-CTRL,SYN-STUDY-07,SYN-SOURCE-FAMILY-07,SYN-FAMILY-07,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,600,520,440,2,7,7,200,0,4,500,1,22,14,,14,440,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,unknown
GENE023,4,-0.185039341485,-0.212309916233,722.125,0,0,0,0,0.75,0.25,0.102020211789,0.162189960923,0.34160070277,0.0379886943756,0.547858171118,0.75,0.185039341485,0.212309916233,sensitization,1,0,0.566666666667,0.899020433222,0.865123501335,0.932917365109,0.0215561609315,210030.5,median_ratio,SYN-SCREEN-07,SYN-SCREEN-07-DRUG-vs-CTRL,SYN-STUDY-07,SYN-SOURCE-FAMILY-07,SYN-FAMILY-07,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,600,520,440,2,7,7,200,0,4,500,1,22,14,,14,440,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,unknown
GENE024,4,-0.291507383197,-0.221923450687,736.125,0,0,0,0,0.75,0.25,0.0431729928233,0.137812115857,0.33468037602,0.0289312419874,0.358559480981,0.75,0.291507383197,0.221923450687,sensitization,1,0,0.7,0.899020433222,0.865123501335,0.932917365109,0.0431286480282,210030.5,median_ratio,SYN-SCREEN-07,SYN-SCREEN-07-DRUG-vs-CTRL,SYN-STUDY-07,SYN-SOURCE-FAMILY-07,SYN-FAMILY-07,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,600,520,440,2,7,7,200,0,4,500,1,22,14,,14,440,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,not_tested
GENE025,4,0.0209080554442,-0.058952774854,891.25,0,0,0,0,0.25,0.75,0.0489329864501,0.164421573575,0.22195987667,0.0411393899887,0.700292706069,0.25,0.0209080554442,0.058952774854,neutral,0,1,0.1,0.899020433222,0.865123501335,0.932917365109,0.159461723226,210030.5,median_ratio,SYN-SCREEN-07,SYN-SCREEN-07-DRUG-vs-CTRL,SYN-STUDY-07,SYN-SOURCE-FAMILY-07,SYN-FAMILY-07,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,600,520,440,2,7,7,200,0,4,500,1,22,14,,14,440,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,unknown
GENE026,4,-0.246980663041,-0.235351491453,978.125,0,0,0,0,1,0,0.0415601733664,0.0717491152761,0.288540836407,0.0214309767829,0.330931872928,1,0.246980663041,0.235351491453,sensitization,1,0,0.666666666667,0.899020433222,0.865123501335,0.932917365109,0.0683436087858,210030.5,median_ratio,SYN-SCREEN-07,SYN-SCREEN-07-DRUG-vs-CTRL,SYN-STUDY-07,SYN-SOURCE-FAMILY-07,SYN-FAMILY-07,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,600,520,440,2,7,7,200,0,4,500,1,22,14,,14,440,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,unknown
GENE027,4,0.0622553946515,0.0639264183519,991.75,0,0,0,0.25,0,0.75,0.058496901068,0.0736861179941,0.12409434312,0.0156094649957,0.509883442044,0.25,0.0622553946515,0.0639264183519,neutral,0,1,0.266666666667,0.899020433222,0.865123501335,0.932917365109,0.0439861668049,210030.5,median_ratio,SYN-SCREEN-07,SYN-SCREEN-07-DRUG-vs-CTRL,SYN-STUDY-07,SYN-SOURCE-FAMILY-07,SYN-FAMILY-07,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,600,520,440,2,7,7,200,0,4,500,1,22,14,,14,440,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,unknown
GENE028,4,-0.0467547710549,-0.0459558024385,774,0,0,0,0,0.25,0.75,0.0565155878775,0.0655592257139,0.106384443768,0.0095201239871,0.494782730098,0.25,0.0467547710549,0.0459558024385,neutral,0,1,0.166666666667,0.899020433222,0.865123501335,0.932917365109,0.111525956388,210030.5,median_ratio,SYN-SCREEN-07,SYN-SCREEN-07-DRUG-vs-CTRL,SYN-STUDY-07,SYN-SOURCE-FAMILY-07,SYN-FAMILY-07,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,600,520,440,2,7,7,200,0,4,500,1,22,14,,14,440,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,not_tested
GENE029,4,0.0600596901895,0.0592597306349,880.875,0,0,0,0.25,0,0.75,0.0420971994959,0.065638023643,0.102156889685,0.0262588885881,0.493502240861,0.25,0.0600596901895,0.0592597306349,neutral,0,1,0.233333333333,0.899020433222,0.865123501335,0.932917365109,0.0116038855378,210030.5,median_ratio,SYN-SCREEN-07,SYN-SCREEN-07-DRUG-vs-CTRL,SYN-STUDY-07,SYN-SOURCE-FAMILY-07,SYN-FAMILY-07,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,600,520,440,2,7,7,200,0,4,500,1,22,14,,14,440,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,unknown
GENE030,4,0.0462753376453,-0.0190667362282,935.75,0,0,0,0.5,0.25,0.25,0.100833616949,0.265564769774,0.232962302693,0.114764622974,0.477463206599,0.5,0.0462753376453,0.0190667362282,neutral,0,1,0.15,0.899020433222,0.865123501335,0.932917365109,0.169792558167,210030.5,median_ratio,SYN-SCREEN-07,SYN-SCREEN-07-DRUG-vs-CTRL,SYN-STUDY-07,SYN-SOURCE-FAMILY-07,SYN-FAMILY-07,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,600,520,440,2,7,7,200,0,4,500,1,22,14,,14,440,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,unknown
GENE031,4,-0.0546549850212,-0.0531011723108,723.25,0,0,0,0,0.25,0.75,0.0448334287877,0.0532728226463,0.0994884138089,0.00795078425887,0.488944288187,0.25,0.0546549850212,0.0531011723108,neutral,0,1,0.2,0.899020433222,0.865123501335,0.932917365109,0.058336171728,210030.5,median_ratio,SYN-SCREEN-07,SYN-SCREEN-07-DRUG-vs-CTRL,SYN-STUDY-07,SYN-SOURCE-FAMILY-07,SYN-FAMILY-07,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,600,520,440,2,7,7,200,0,4,500,1,22,14,,14,440,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,unknown
GENE032,4,0.0378682712078,0.0517355753911,763.125,0,0,0,0.25,0,0.75,0.0273905393876,0.0644944916288,0.092993418962,0.0268313700226,0.603462500002,0.25,0.0378682712078,0.0517355753911,neutral,0,1,0.133333333333,0.899020433222,0.865123501335,0.932917365109,0.186816440699,210030.5,median_ratio,SYN-SCREEN-07,SYN-SCREEN-07-DRUG-vs-CTRL,SYN-STUDY-07,SYN-SOURCE-FAMILY-07,SYN-FAMILY-07,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,600,520,440,2,7,7,200,0,4,500,1,22,14,,14,440,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,not_tested
GENE033,4,0.118109425778,0.11795257015,675.25,0,0,0,0.5,0,0.5,0.0901101007346,0.12835464929,0.208219526513,0.0439798795288,0.499397995665,0.5,0.118109425778,0.11795257015,resistance,0,0,0.416666666667,0.899020433222,0.865123501335,0.932917365109,0.0563971571563,210030.5,median_ratio,SYN-SCREEN-07,SYN-SCREEN-07-DRUG-vs-CTRL,SYN-STUDY-07,SYN-SOURCE-FAMILY-07,SYN-FAMILY-07,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,600,520,440,2,7,7,200,0,4,500,1,22,14,,14,440,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,unknown
GENE034,4,-0.0553054805733,-0.0434808232582,1076.125,0,0,0,0.25,0.5,0.25,0.136597068965,0.250254255036,0.195010923803,0.11758607578,0.38179567006,0.5,0.0553054805733,0.0434808232582,neutral,0,1,0.216666666667,0.899020433222,0.865123501335,0.932917365109,0.0741523144181,210030.5,median_ratio,SYN-SCREEN-07,SYN-SCREEN-07-DRUG-vs-CTRL,SYN-STUDY-07,SYN-SOURCE-FAMILY-07,SYN-FAMILY-07,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,600,520,440,2,7,7,200,0,4,500,1,22,14,,14,440,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,unknown
GENE035,4,0.191689111716,0.158258419373,827.25,0,0,0,0.5,0.25,0.25,0.198862163313,0.32827936515,0.390551275029,0.11083567419,0.440333054365,0.5,0.191689111716,0.158258419373,resistance,0,0,0.6,0.899020433222,0.865123501335,0.932917365109,0.0393538989818,210030.5,median_ratio,SYN-SCREEN-07,SYN-SCREEN-07-DRUG-vs-CTRL,SYN-STUDY-07,SYN-SOURCE-FAMILY-07,SYN-FAMILY-07,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,600,520,440,2,7,7,200,0,4,500,1,22,14,,14,440,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,unknown
GENE036,4,-0.157905426536,-0.132375603871,913.625,0,0,0,0,0.75,0.25,0.036611658406,0.0913194594758,0.194517084942,0.0336918273734,0.381397249638,0.75,0.157905426536,0.132375603871,sensitization,1,0,0.483333333333,0.899020433222,0.865123501335,0.932917365109,0.0559701565769,210030.5,median_ratio,SYN-SCREEN-07,SYN-SCREEN-07-DRUG-vs-CTRL,SYN-STUDY-07,SYN-SOURCE-FAMILY-07,SYN-FAMILY-07,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,600,520,440,2,7,7,200,0,4,500,1,22,14,,14,440,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,not_tested
GENE037,4,-0.0789399670389,-0.026873515614,788.5,0,0,0,0.25,0.5,0.25,0.136913471322,0.30334766387,0.263592104371,0.132060492248,0.382031376646,0.5,0.0789399670389,0.026873515614,neutral,0,1,0.316666666667,0.899020433222,0.865123501335,0.932917365109,0.00308201975809,210030.5,median_ratio,SYN-SCREEN-07,SYN-SCREEN-07-DRUG-vs-CTRL,SYN-STUDY-07,SYN-SOURCE-FAMILY-07,SYN-FAMILY-07,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,600,520,440,2,7,7,200,0,4,500,1,22,14,,14,440,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,unknown
GENE038,4,0.150925205622,0.114241523766,956.125,0,0,0,0.5,0.25,0.25,0.184187110263,0.340828813769,0.335112315885,0.138515592182,0.422396866056,0.5,0.150925205622,0.114241523766,resistance,0,0,0.466666666667,0.899020433222,0.865123501335,0.932917365109,0.0143933805746,210030.5,median_ratio,SYN-SCREEN-07,SYN-SCREEN-07-DRUG-vs-CTRL,SYN-STUDY-07,SYN-SOURCE-FAMILY-07,SYN-FAMILY-07,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,600,520,440,2,7,7,200,0,4,500,1,22,14,,14,440,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,unknown
GENE039,4,0.109964425808,0.0790928945146,788.375,0,0,0,0.5,0.25,0.25,0.129431415913,0.186951679522,0.293957162096,0.0307713055526,0.423570484426,0.5,0.109964425808,0.0790928945146,resistance,0,0,0.366666666667,0.899020433222,0.865123501335,0.932917365109,0.106257543984,210030.5,median_ratio,SYN-SCREEN-07,SYN-SCREEN-07-DRUG-vs-CTRL,SYN-STUDY-07,SYN-SOURCE-FAMILY-07,SYN-FAMILY-07,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,600,520,440,2,7,7,200,0,4,500,1,22,14,,14,440,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,unknown
GENE040,4,-0.0366377599173,-0.0847966781485,1122.25,0,0,0,0,0.25,0.75,0.0322506117035,0.108427250106,0.165206208083,0.0323520765665,0.783512225596,0.25,0.0366377599173,0.0847966781485,neutral,0,1,0.116666666667,0.899020433222,0.865123501335,0.932917365109,0.0466367851545,210030.5,median_ratio,SYN-SCREEN-07,SYN-SCREEN-07-DRUG-vs-CTRL,SYN-STUDY-07,SYN-SOURCE-FAMILY-07,SYN-FAMILY-07,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,600,520,440,2,7,7,200,0,4,500,1,22,14,,14,440,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,not_tested
GENE041,4,0.168035201232,0.0805190495007,810.25,0,0,0,0.75,0.25,0,0.0487738251108,0.150118022638,0.258751907888,0.0159672519257,0.31133673492,0.75,0.168035201232,0.0805190495007,resistance,0,0,0.516666666667,0.899020433222,0.865123501335,0.932917365109,0.0832627583132,210030.5,median_ratio,SYN-SCREEN-07,SYN-SCREEN-07-DRUG-vs-CTRL,SYN-STUDY-07,SYN-SOURCE-FAMILY-07,SYN-FAMILY-07,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,600,520,440,2,7,7,200,0,4,500,1,22,14,,14,440,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,unknown
GENE042,4,-0.21397890264,-0.176912021894,756.375,0,0,0,0,0.75,0.25,0.0556394190843,0.129420108754,0.269618321725,0.0423934549296,0.397796634799,0.75,0.21397890264,0.176912021894,sensitization,1,0,0.633333333333,0.899020433222,0.865123501335,0.932917365109,0.0989559656038,210030.5,median_ratio,SYN-SCREEN-07,SYN-SCREEN-07-DRUG-vs-CTRL,SYN-STUDY-07,SYN-SOURCE-FAMILY-07,SYN-FAMILY-07,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,600,520,440,2,7,7,200,0,4,500,1,22,14,,14,440,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,unknown
GENE043,4,-0.118892186761,-0.168584794224,989.125,0,0,0,0,0.5,0.5,0.09841818797,0.20753262069,0.316695589658,0.068614413615,0.639706864697,0.5,0.118892186761,0.168584794224,sensitization,1,0,0.433333333333,0.899020433222,0.865123501335,0.932917365109,0.0783390909971,210030.5,median_ratio,SYN-SCREEN-07,SYN-SCREEN-07-DRUG-vs-CTRL,SYN-STUDY-07,SYN-SOURCE-FAMILY-07,SYN-FAMILY-07,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,600,520,440,2,7,7,200,0,4,500,1,22,14,,14,440,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,unknown
GENE044,4,-0.00436382711669,-0.0574446512706,961.625,0,0,0,0.5,0.5,0,0.137705590309,0.302697881834,0.269661361555,0.129224231624,0.498183843501,0.5,0.00436382711669,0.0574446512706,neutral,0,1,0.0166666666667,0.899020433222,0.865123501335,0.932917365109,0.0253880321907,210030.5,median_ratio,SYN-SCREEN-07,SYN-SCREEN-07-DRUG-vs-CTRL,SYN-STUDY-07,SYN-SOURCE-FAMILY-07,SYN-FAMILY-07,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,600,520,440,2,7,7,200,0,4,500,1,22,14,,14,440,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,not_tested
GENE045,4,-0.0162482334917,0.00385273442542,509.375,0,0,0,0.25,0,0.75,0.0520097389254,0.112193531611,0.104138588916,0.0462836593404,0.4440820818,0.25,0.0162482334917,0.00385273442542,neutral,0,1,0.0833333333333,0.899020433222,0.865123501335,0.932917365109,0.0958680059617,210030.5,median_ratio,SYN-SCREEN-07,SYN-SCREEN-07-DRUG-vs-CTRL,SYN-STUDY-07,SYN-SOURCE-FAMILY-07,SYN-FAMILY-07,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,600,520,440,2,7,7,200,0,4,500,1,22,14,,14,440,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,unknown
GENE046,4,0.117706007144,0.096516900642,776.875,0,0,0,0.5,0.25,0.25,0.224008357425,0.454606060662,0.34171436457,0.24180421939,0.363293036919,0.5,0.117706007144,0.096516900642,resistance,0,0,0.4,0.899020433222,0.865123501335,0.932917365109,0.192678920711,210030.5,median_ratio,SYN-SCREEN-07,SYN-SCREEN-07-DRUG-vs-CTRL,SYN-STUDY-07,SYN-SOURCE-FAMILY-07,SYN-FAMILY-07,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,600,520,440,2,7,7,200,0,4,500,1,22,14,,14,440,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,unknown
GENE047,4,-0.172839031699,-0.132854412584,750,0,0,0,0,0.75,0.25,0.0603564006749,0.121524414749,0.233195432373,0.0244604775652,0.386516197949,0.75,0.172839031699,0.132854412584,sensitization,1,0,0.55,0.899020433222,0.865123501335,0.932917365109,0.165125093738,210030.5,median_ratio,SYN-SCREEN-07,SYN-SCREEN-07-DRUG-vs-CTRL,SYN-STUDY-07,SYN-SOURCE-FAMILY-07,SYN-FAMILY-07,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,600,520,440,2,7,7,200,0,4,500,1,22,14,,14,440,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,unknown
GENE048,4,-0.0158245951543,-0.0192581544363,691.125,0,0,0,0.25,0.5,0.25,0.127543657765,0.217884495642,0.175047155501,0.100351881382,0.377429895207,0.5,0.0158245951543,0.0192581544363,neutral,0,1,0.0666666666667,0.899020433222,0.865123501335,0.932917365109,0.201553191465,210030.5,median_ratio,SYN-SCREEN-07,SYN-SCREEN-07-DRUG-vs-CTRL,SYN-STUDY-07,SYN-SOURCE-FAMILY-07,SYN-FAMILY-07,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,600,520,440,2,7,7,200,0,4,500,1,22,14,,14,440,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,not_tested
GENE049,4,0.172643693311,0.134466182632,706.125,0,0,0,0.75,0,0.25,0.0675612489552,0.17154651648,0.240204942266,0.0759882522593,0.380063157898,0.75,0.172643693311,0.134466182632,resistance,0,0,0.533333333333,0.899020433222,0.865123501335,0.932917365109,0.158078353407,210030.5,median_ratio,SYN-SCREEN-07,SYN-SCREEN-07-DRUG-vs-CTRL,SYN-STUDY-07,SYN-SOURCE-FAMILY-07,SYN-FAMILY-07,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,600,520,440,2,7,7,200,0,4,500,1,22,14,,14,440,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,unknown
